,publisher_link,publisher,journal_link,journal,count,date,ISSN
178,http://www.nomos.de/,Nomos Verlagsgesellschaft mbH & Co. KG,/s/nms/ethics.html,"Zeitschrift für Wirtschafts- und Unternehmensethik - Journal for Business, Economics & Ethics",240 (240),2007-2019,0943-2779
179,http://www.nomos.de/,Nomos Verlagsgesellschaft mbH & Co. KG,/s/nms/zoegun.html,ZögU - Zeitschrift für öffentliche und gemeinwirtschaftliche Unternehmen,271 (271),2005-2018,0344-9777
180,http://www.nomos.de/,Nomos Verlagsgesellschaft mbH & Co. KG,/s/nms/mamere.html,management revue - Socio-Economic Studies,318 (318),2004-2019,0935-9915
181,http://umj.ru/,Non-Commercial Partnership â€œUniversity Management: Practice and Analysisâ€,/s/adf/journl.html,University Management: Practice and Analysis,872 (872),2019-2019,1999-6659
182,http://edirc.repec.org/data/nareaea.html,Northeastern Agricultural and Resource Economics Association,/s/ags/nareaj.html,Journal of the Northeastern Agricultural Economics Council,500 (500),1972-1984,
183,http://edirc.repec.org/data/dbnabng.html,"Office Of The Chief Economist, Development Bank of Nigeria",/s/dbn/vo1is1.html,Journal of Economic and Sustainable Growth 1,5 (5),,
184,http://edirc.repec.org/data/dbnabng.html,"Office Of The Chief Economist, Development Bank of Nigeria",/s/dbn/vo1is2.html,Journal of Economic and Sustainable Growth 2,4 (4),,
185,http://edirc.repec.org/data/dbnabng.html,"Office Of The Chief Economist, Development Bank of Nigeria",/s/dbn/journa.html,Journal of Economic and Sustainable Growth 3,6 (6),,
186,http://edirc.repec.org/data/dbnabng.html,"Office Of The Chief Economist, Development Bank of Nigeria",/s/dbn/vo2is1.html,Journal of Economic and Sustainable Growth 3,6 (6),,
187,http://onlineacademicpress.com/index.php/IJAEFA,Online Academic Press,/s/oap/ijaefa.html,"International Journal of Applied Economics, Finance and Accounting",15 (15),2017-2018,
188,http://onlineacademicpress.com/index.php/IJSSP,Online Academic Press,/s/oap/ijossp.html,International Journal of Social Sciences Perspectives,13 (13),2017-2018,
189,http://onlineacademicpress.com/index.php/OAJAST,Online Academic Press,/s/oap/oajast.html,Open Academic Journal of Advanced Science and Technology,10 (10),2017-2018,
190,,Oxford University Press,/s/oup/refreg.html,Journal of Financial Regulation,57 (57),2015-2018,
191,,Oxford University Press,/s/oup/rapstu.html,The Review of Asset Pricing Studies,1 (1),2017-2017,
192,http://www.palgrave-journals.com/,Palgrave Macmillan,/s/pal/assmgt.html,Journal of Asset Management,144 (144),2016-2019,1470-8272
193,http://www.palgrave-journals.com/,Palgrave Macmillan,/s/pal/jmarka.html,Journal of Marketing Analytics,58 (58),2016-2019,2050-3318
194,http://edirc.repec.org/data/pradecz.html,Prague Development Center (PRADEC),/s/ags/pdcbeh.html,Business and Economic Horizons (BEH),268 (268),2010-2019,
195,http://edirc.repec.org/data/pradecz.html,Prague Development Center (PRADEC),/s/ags/jrpieb.html,"Perspectives of Innovations, Economics and Business (PIEB)",204 (204),2009-2012,
196,,"Publishing house ""Baltija Publishing""",/s/bal/journl.html,Baltic Journal of Economic Studies,641 (641),2015-2019,
197,,Real Economy Publishing House,/s/aci/journl.html,Business Strategies,441 (440),2014-2019,2311-7184
198,http://jsdrm.ru,Real Economy Publishing House,/s/abw/journl.html,Strategic decisions and risk management,312 (312),2014-2019,2618-9984
199,http://edirc.repec.org/data/urredtn.html,"RED research unit, university of Gabes, Tunisia",/s/jaf/journl.html,Journal of Academic Finance,70 (70),2010-2019,1923-2993
200,http://journal.rais.education/index.php/raiss,Research Association for Interdisciplinary Studies,/s/smo/jornl1.html,RAIS Journal for Social Sciences,19 (19),2017-2018,2574-1179
201,http://edirc.repec.org/data/uevarbg.html,"Research Institute, University of Economics - Varna",/s/vra/pr1803.html,"Regional Economy and Sustainable Development, Conference Proceedings 2017",94 (94),2018-2018,
202,http://www.sociologiecraiova.ro/revista/,Revista Universitara de Sociologie,/s/aar/jurnal.html,Articles R.U.S.,12 (12),2018-2018,
203,http://edirc.repec.org/data/resssea.html,Royal Economic Society,/s/oup/emjrnl.html,Econometrics Journal,7 (7),2019-2019,
204,http://edirc.repec.org/data/resssea.html,Royal Economic Society,/s/oup/econjl.html,Economic Journal,47 (47),2019-2019,
205,http://edirc.repec.org/data/rusanea.html,Rural Sociological Association of Nigeria,/s/ags/ngnjrs.html,Nigerian Journal of Rural Sociology,174 (174),2010-2018,
206,http://www.viniti.ru/,Russian Institute for Scientific and Technical Information of the Russian Academy of Sciences,/s/ack/journl.html,Economics of Contemporary Russia,262 (262),2018-2019,2618-8996
207,http://edirc.repec.org/data/aneeeru.html,Russian Presidential Academy of National Economy and Public Administration,/s/rnp/ecosci.html,Economy of science,23 (23),2017-2018,
208,https://sziu.ranepa.ru,Russian Presidential Academy of National Economy and Public Administration. North-West Institute of Management.,/s/acf/journl.html,Administrative Consulting,1033 (1029),2018-2019,1816-8590
209,,Russian State University for the Humanities (RSUH),/s/aca/journl.html,RSUH/RGGU BULLETIN. Series Economics. Management. Law,168 (168),2018-2019,
210,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/ajinst.html,Academic Journal of Interdisciplinary Studies,128 (128),2017-2019,
211,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/eaiada.html,Econometrics. Advances in Applied Data Analysis,38 (38),2018-2019,
212,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/ecoreg.html,Economic and Regional Studies / Studia Ekonomiczne i Regionalne,74 (74),2017-2018,
213,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/ecobur.html,Economics and Business Review,35 (35),2018-2019,
214,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/ekonom.html,Ekonomika (Economics),58 (58),2016-2018,
215,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/finsci.html,Financial Sciences. Nauki o Finansach,41 (41),2018-2019,
216,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/jmaeth.html,Journal for Markets and Ethics,24 (24),2017-2018,
217,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/mansci.html,Management Sciences. Nauki o Zarządzaniu,35 (35),2018-2019,
218,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/mfitdj.html,Marketing – from Information to Decision Journal,10 (10),2018-2018,
219,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/mjsosc.html,Mediterranean Journal of Social Sciences,403 (403),2017-2019,
220,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/mgrsod.html,Miscellanea Geographica. Regional Studies on Development,720 (720),1984-2019,
221,http://www.eumed.net/rev/reea/index.html,Servicios Académicos Intercontinentales SL,/s/erv/rearea.html,Revista Electrónica: Entrevista Académica REEA,73 (73),2017-2019,2603-607X
222,https://www.eumed.net/rev/rilco/index.htm,Servicios Académicos Intercontinentales SL,/s/erv/rilcoo.html,Revista de Investigación Latinoamericana en Competitividad Organizacional RILCO,23 (23),2019-2019,2659-5494
223,,Shanlax International Journals,/s/acg/journl.html,Shanlax International Journal of Economics,15 (15),2019-2019,
224,,SHIKS,/s/prj/publsh.html,Prizren Social Science Journal,46 (46),2017-2019,
225,http://www.ekonomika.org.rs,"Society of Economists Ekonomika, Nis, Serbia",/s/ags/sereko.html,"Ekonomika, Journal for Economic Theory and Practice and Social Issues",788 (788),2007-2019,
226,http://socionet.ru/,Socionet,/s/nos/wjflnh.html,World of economics and management / Vestnik NSU. Series: Social and Economics Sciences,52 (52),2016-2017,
227,http://www.springer.com,Springer,/s/spr/ediscc.html,Economics of Disasters and Climate Change,39 (39),2017-2019,2511-1280
228,http://www.springer.com,Springer,/s/spr/eujoag.html,European Journal of Ageing,137 (137),2016-2019,1613-9372
229,http://www.springer.com,Springer,/s/spr/flsman.html,Flexible Services and Manufacturing Journal,111 (111),2016-2019,1936-6590
230,http://www.springer.com,Springer,/s/spr/jcsosc.html,Journal of Computational Social Science,38 (38),2018-2019,2432-2725
231,http://www.springer.com,Springer,/s/spr/joimai.html,Journal of International Migration and Integration,224 (224),2016-2019,1443-2447
232,http://www.springer.com,Springer,/s/spr/joptap.html,Journal of Optimization Theory and Applications,3768 (3768),1997-2019,0022-3239
233,http://www.springer.com,Springer,/s/spr/joprea.html,Journal of Population Research,68 (68),2016-2019,1443-2447
234,http://www.springer.com,Springer,/s/spr/operea.html,Operational Research,132 (132),2016-2019,1109-2858
235,http://www.springer.com,SpringerSociety for the Study of Economic Inequality,/s/spr/joecin.html,The Journal of Economic Inequality,90 (90),2016-2019,1573-8701
236,http://www.springer.com,SpringerSwiss Society of Economics and Statistics,/s/spr/sjecst.html,Swiss Journal of Economics and Statistics,57 (57),2016-2019,2235-6282
237,http://www.springer.com,SpringerThe International Society of Child Indicators (ISCI),/s/spr/chinre.html,Child Indicators Research,297 (297),2016-2019,1874-897X
238,http://www.stata-journal.com/,StataCorp LP,/s/ags/stataj.html,Stata Journal,722 (722),2001-2015,
239,http://www.bequarterly.rysearch.com,Strides Educational Foundation,/s/ris/buecqu.html,BizEcons Quarterly,8 (8),2017-2019,
240,https://www.sumerianz.com/?ic=journal-home&journal=30#h,Sumerianz Publication,/s/sum/sjavsm.html,Sumerianz Journal of Agriculture and Veterinary,20 (20),2018-2019,
241,https://www.sumerianz.com/?ic=journal-home&journal=32#h,Sumerianz Publication,/s/sum/sjbsum.html,Sumerianz Journal of Biotechnology,26 (26),2018-2019,
242,https://www.sumerianz.com/?ic=journal-home&journal=27#h,Sumerianz Publication,/s/sum/sjbmms.html,Sumerianz Journal of Business Management and Marketing,19 (19),2018-2019,
243,https://www.sumerianz.com/?ic=journal-home&journal=26#h,Sumerianz Publication,/s/sum/sjefsm.html,Sumerianz Journal of Economics and Finance,23 (23),2018-2019,
244,https://www.sumerianz.com/?ic=journal-home&journal=29#h,Sumerianz Publication,/s/sum/sjsrsm.html,Sumerianz Journal of Scientific Research,24 (24),2018-2019,
245,https://www.sumerianz.com/?ic=journal-home&journal=28#h,Sumerianz Publication,/s/sum/sjossm.html,Sumerianz Journal of Social Science,16 (16),2018-2019,
246,http://www.tandfonline.com/racc,Taylor & Francis Journals,/s/taf/accfor.html,Accounting Forum,459 (459),2004-2019,1467-6303
247,http://www.tandfonline.com/recg,Taylor & Francis Journals,/s/taf/recgxx.html,Economic Geography,824 (824),1996-2019,1944-8287
248,http://www.tandfonline.com/ceas,Taylor & Francis Journals,/s/taf/ceasxx.html,Europe-Asia Studies,4060 (4060),1949-2018,0966-8136
249,http://www.tandfonline.com/recj,Taylor & Francis Journals,/s/taf/recjxx.html,European Competition Journal,17 (17),2018-2018,1757-8396
250,http://www.tandfonline.com/uiie,Taylor & Francis Journals,/s/taf/uiiexx.html,IISE Transactions,888 (888),2009-2019,2472-5854
251,http://www.tandfonline.com/RPAN20,Taylor & Francis Journals,/s/taf/rpanxx.html,International Journal of Performance Analysis in Sport,902 (902),2001-2019,2474-8668
252,http://www.tandfonline.com/TSYS20,Taylor & Francis Journals,/s/taf/tsysxx.html,International Journal of Systems Science,2010 (2010),2011-2019,0020-7721
253,http://www.tandfonline.com/RRPA20,Taylor & Francis Journals,/s/taf/rrpaxx.html,International Review of Public Administration,488 (488),1999-2019,1229-4659
254,http://www.tandfonline.com/tjma,Taylor & Francis Journals,/s/taf/tjmaxx.html,Journal of Management Analytics,5 (5),2019-2019,2327-0012
255,http://www.tandfonline.com/rjap,Taylor & Francis Journals,/s/taf/rjapxx.html,Journal of the Asia Pacific Economy,739 (739),1996-2018,1354-7860
256,http://www.tandfonline.com/flgs,Taylor & Francis Journals,/s/taf/flgsxx.html,Local Government Studies,49 (49),2018-2019,1743-9388
257,http://www.tandfonline.com/uaaj,Taylor & Francis Journals,/s/taf/uaajxx.html,North American Actuarial Journal,1124 (1124),1997-2019,2325-0453
258,http://www.tandfonline.com/rpxm,Taylor & Francis Journals,/s/taf/rpxmxx.html,Public Management Review,259 (259),2008-2019,1471-9037
259,http://www.tandfonline.com/rsrs,Taylor & Francis Journals,/s/taf/rsrsxx.html,"Regional Studies, Regional Science",35 (35),2018-2018,2168-1376
260,http://www.tandfonline.com/UTEE20,Taylor & Francis Journals,/s/taf/uteexx.html,The Engineering Economist,178 (178),2011-2019,0013-791X
261,http://www.tandfonline.com/ctwq,Taylor & Francis Journals,/s/taf/ctwqxx.html,Third World Quarterly,1229 (1229),2008-2018,0143-6597
262,http://www.tandfonline.com/rncr,Taylor & Francis Journals,/s/taf/rncrxx.html,Transnational Corporations Review,15 (15),2018-2019,1918-6444
263,http://edirc.repec.org/data/asceeea.html,The Association for the Study of the Cuban Economy,/s/qba/annpro.html,Annual Proceedings,1244 (1244),1991-2018,
264,http://edirc.repec.org/data/escapth.html,United Nations Economic and Social Commission for Asia and the Pacific (ESCAP),/s/unt/japsdj.html,Asia-Pacific Sustainable Development Journal,10 (10),2018-2018,
265,http://edirc.repec.org/data/ersgvus.html,"United States Department of Agriculture, Economic Research Service",/s/ags/ersaer.html,Agricultural Economics Research,997 (997),1949-2013,
266,http://edirc.repec.org/data/ersgvus.html,"United States Department of Agriculture, Economic Research Service",/s/ags/uersra.html,Rural America/ Rural Development Perspectives,182 (181),1996-2002,
267,http://edirc.repec.org/data/rdagvus.html,"United States Department of Agriculture, Rural Development",/s/ags/urdrcm.html,Rural Cooperatives Magazine,111 (111),1999-2018,
268,http://edirc.repec.org/data/feucmes.html,"Universidad Complutense de Madrid, Facultad de Ciencias Económicas y Empresariales, Instituto Complutense de Estudios Internacionales (ICEI)",/s/ucm/padeur.html,Papeles de Europa,69 (69),2012-2019,
269,http://edirc.repec.org/data/cemaaar.html,Universidad del CEMA,/s/ags/jaecon.html,Journal of Applied Economics,64 (64),2002-2007,
270,http://edirc.repec.org/data/feuiiid.html,"Universitas Islam Indonesia, Department of Economics",/s/uii/journl.html,Economic Journal of Emerging Markets,177 (177),2009-2018,
271,https://journals.umt.edu.pk/sbe/jfar/,"University of Management and Technology, Lahore",/s/ris/jfiacr.html,Journal of Finance and Accounting Research,5 (5),2019-2019,
272,http://edirc.repec.org/data/sbumtpk.html,"University of Management and Technology, Lahore, Pakistan",/s/ris/jqmumt.html,Journal of Quantitative Methods,24 (24),2017-2019,
273,http://edirc.repec.org/data/deurbit.html,"University of Urbino Carlo Bo, Department of Economics, Society & Politics",/s/urb/journl.html,Argomenti,54 (54),2015-2018,
274,http://edirc.repec.org/data/aruwaau.html,"University of Western Australia, Department of Agricultural Economics",/s/ags/waufpo.html,Farm Policy,71 (71),1960-1996,
275,http://www.uwm.edu.pl/wne/oej.php?sub=editions1#og,"University Warmia and Mazury, Department of Economics",/s/ole/journl.html,OLSZTYN ECONOMIC JOURNAL,149 (149),2014-2019,
276,http://edirc.repec.org/data/fasnsro.html,Universul Academic Publishing House,/s/pop/journl.html,Smart Cities and Regional Development (SCRD) Journal,48 (48),2017-2019,2537-3803
277,http://edirc.repec.org/data/usueeru.html,Ural State University of Economics,/s/url/izvest.html,Journal of New Economy,56 (56),2018-2018,2073-1019
278,http://edirc.repec.org/data/usueeru.html,Ural State University of Economics,/s/url/upravl.html,Upravlenets,59 (59),2018-2018,2218-5003
279,https://www.budrich-journals.de/index.php/indbez/index,Verlag Barbara Budrich,/s/zbw/indbez.html,"Industrielle Beziehungen. Zeitschrift für Arbeit, Organisation und Management",6 (6),2017-2017,1862-0035
280,,VsI Entrepreneurship and Sustainability Center,/s/ssi/jouird.html,Insights into Regional Development,18 (18),2019-2019,
